ID,NAME
132,5hrm_1_B
133,1k47_1_A
134,4zwb_1_A
135,4noc_1_B
136,5img_1_A
137,2qez_1_C
140,3m6n_1_C
141,2par_1_B
142,5nkm_1_A
143,4l9c_1_A
144,1ujm_1_A
145,4axi_1_A
146,2gwn_1_A
147,4pki_1_B
148,4it6_1_A
150,3dor_1_A
151,3d5g_1_A
152,3ebv_1_A
153,1pno_1_A
154,1kt9_1_A
155,1fwx_1_A
156,4q98_1_A
157,5suy_1_A
158,3kv0_1_A
159,3doe_1_B
161,3bp3_1_A
162,3ivr_1_B
164,1de5_1_A
165,2g39_1_B
166,4wu0_1_A
167,3zfi_1_B
169,4krr_1_A
170,3vot_1_A
171,3e18_1_B
172,2yxy_1_A
173,5dez_1_A
174,2w4e_1_B
175,2gpi_1_A
176,3kwr_1_B
177,5t9p_1_A
178,4ntk_1_A
179,1wr8_1_A
180,1m2w_1_A
181,5xu6_1_A
182,3elk_1_A
183,2jg9_1_C
184,5njb_1_B
185,3ctv_1_B
187,5vky_1_B
188,4kt3_1_A
189,1hxr_1_A
190,2y9u_1_A
191,5n5e_1_A
192,4aoz_1_B
193,2i0k_1_A
194,5efz_1_B
195,5juf_1_A
196,2dx0_1_B
197,2afh_1_E
198,4ud1_1_A
199,2reg_1_A
200,4kb4_1_A
201,1dul_1_A
202,4mn4_1_A
203,3d6t_1_A
204,5eqt_1_A
205,3g7z_1_A
206,2e7v_1_A
207,2ra9_1_A
208,3n3d_1_A
209,4j5t_1_A
210,4ms8_1_A
211,3ofe_1_A
213,3frm_1_B
214,4g9q_1_A
215,3mjk_1_B
217,6ey0_1_A
218,2y8l_1_B
219,3tf8_1_A
220,2deb_1_A
221,5iai_1_A
222,4yt9_1_A
223,3a8t_1_A
224,3di4_1_B
225,2q44_1_A
226,6azh_1_B
227,2fv5_1_A
228,5ubl_1_A
230,5l9m_1_A
231,2p6y_1_A
232,5j1s_1_B
233,6ewz_1_A
234,4m90_1_A
235,4kq9_1_A
236,5gzt_1_A
237,2byc_1_A
240,3fp3_1_A
241,5cyy_1_A
242,2xx3_1_B
243,2d13_1_B
244,4p17_1_A
246,1fcb_1_C
247,1axk_1_A
248,2e31_1_A
249,1ub9_1_B
251,1rm1_1_C
252,4lns_1_B
253,2d1h_1_B
255,2fe1_1_B
258,5jvu_1_B
259,4b60_1_A
260,2y21_1_B
261,5a9d_1_B
262,3htk_1_C
263,5f9a_1_A
264,3bws_1_A
265,5kp8_1_B
266,3dcx_1_E
268,1nwh_1_B
269,3miz_1_B
270,3mt0_1_A
271,3bjv_1_B
272,5g6t_1_A
273,3p7j_1_A
274,5wir_1_A
275,3fz0_1_B
276,3wmp_1_A
277,2g7z_1_A
279,2i74_1_A
280,2qyb_1_B
281,3wbi_1_A
282,1lq9_1_A
283,2gp4_1_A
284,4hnx_1_A
285,2uwx_1_A
286,2e56_1_A
287,2b2n_1_A
289,1vrx_1_A
290,1nzn_1_A
291,1k8k_1_B
292,6b3y_1_A
293,3fay_1_A
294,4yle_1_A
295,2v45_1_A
297,3iib_1_B
298,4r8f_1_A
300,3c2i_1_A
301,3wql_1_A
302,1a2o_1_A
303,2f1r_1_B
305,5fgp_1_A
306,3fo5_1_B
307,4dex_1_B
308,3qau_1_A
309,1h2s_1_A
310,1ezv_1_J
311,2a6q_1_B
312,1d2z_1_B
313,3i7a_1_A
314,3qwg_1_A
315,3fyq_1_A
316,1dbh_1_A
317,4bja_1_B
318,2xl7_1_A
319,5upb_1_D
320,3zc8_1_A
322,3sxu_1_A
323,3nyr_1_A
324,2xxl_1_A
325,1f23_1_A
327,2gfn_1_A
328,3vg8_1_B
329,1jyo_1_A
331,1g3j_1_B
332,5x68_1_A
333,5hqm_1_A
334,2ess_1_B
335,1gv2_1_A
336,2wat_1_A
337,3umc_1_B
338,1vs0_1_A
340,1qjp_1_A
341,1n4q_1_B
342,4nph_1_A
343,2yhg_1_A
344,6b3t_1_A
345,4cq4_1_A
346,3b33_1_B
347,5eh1_1_A
348,1vk8_1_C
349,2a0m_1_A
350,3qdl_1_B
351,4wva_1_A
352,2zvz_1_B
353,2ibb_1_A
354,5xg5_1_A
356,1n4k_1_A
357,3ohg_1_A
358,4yli_1_A
359,2rer_1_A
360,3v7q_1_A
361,4zdm_1_B
362,5w3x_1_B
363,4mg4_1_B
364,2gmk_1_A
366,1gqp_1_A
368,4pu7_1_A
369,6fas_1_A
370,9gaa_1_A
371,1row_1_A
372,2imr_1_A
373,4hwm_1_A
374,4mxn_1_A
375,1ysj_1_B
376,2f5t_1_B
377,4dnh_1_A
378,3pju_1_B
379,4l8n_1_B
380,1v9m_1_A
381,2cw5_1_B
382,4l4w_1_A
383,3dxi_1_B
384,5ag9_1_A
385,1j1t_1_A
386,2uur_1_A
387,1jyh_1_A
388,5vxz_1_B
389,2pnr_1_C
390,3wo6_1_A
391,5cz1_1_A
392,4ozx_1_A
393,1pb0_1_A
394,4y7d_1_A
395,6ax6_1_A
396,3s03_1_B
397,2p17_1_A
398,2pln_1_B
399,2vp4_1_D
400,3bzw_1_F
401,3d2o_1_A
402,4xxt_1_A
403,3khq_1_A
404,4ino_1_A
405,2ols_1_A
406,1yb2_1_B
407,4k7r_1_A
408,2zc3_1_C
409,2r2z_1_A
410,2e5v_1_A
412,1fc3_1_A
413,3fk9_1_B
414,3tzu_1_B
415,2b9s_1_B
416,1zm8_1_A
417,3bqw_1_A
418,3oul_1_A
419,5vei_1_A
421,1zhq_1_A
422,3r0a_1_A
423,3tte_1_A
424,2rdq_1_A
425,1r8o_1_A
426,2ilk_1_A
428,1tqn_1_A
429,6aoj_1_A
430,1h21_1_B
431,3idu_1_A
432,1tzb_1_A
433,3sm4_1_C
434,5ixb_1_A
435,2r9r_1_H
436,4a42_1_A
437,3mps_1_A
439,2cfx_1_A
440,4hj6_1_B
442,1pg6_1_A
443,2gzh_1_B
444,2qzb_1_A
445,4ovb_1_A
446,2r4h_1_A
447,3c9p_1_A
448,2ako_1_B
449,3dal_1_B
451,3ssi_1_A
452,1sk7_1_A
453,3h2k_1_A
454,1p9g_1_A
455,5jd0_1_A
456,4nux_1_A
459,4dhx_1_A
460,4qbl_1_A
461,2byk_1_A
462,3l51_1_A
463,4kjm_1_B
464,2zyl_1_A
465,1fyh_1_A
466,3iv4_1_A
467,4r3u_1_D
468,4l7m_1_A
469,3q1p_1_B
470,3lr1_1_A
471,3esm_1_B
472,5htr_1_A
473,3pt7_1_B
474,4g65_1_B
475,3mil_1_B
476,4kxw_1_A
477,3tq7_1_B
478,4iys_1_A
479,3gbg_1_A
480,4we0_1_A
481,2wz8_1_A
483,5imu_1_A
484,1ddw_1_A
485,2ji5_1_A
486,1mwm_1_A
487,3dli_1_A
488,1ng6_1_A
489,3qbd_1_B
490,3dnf_1_A
491,1xf1_1_B
492,3dtf_1_A
493,5j72_1_A
494,3dgb_1_A
495,3c7t_1_B
498,5c9o_1_A
499,4hxe_1_A
500,3uto_1_A
501,1o65_1_A
502,3or2_1_C
503,2z9v_1_A
504,4cw4_1_A
505,1vq2_1_B
506,1n2d_1_C
507,1p32_1_B
508,3twl_1_A
509,2oaf_1_B
510,3znv_1_A
512,1zva_1_B
513,4ysx_1_D
514,3b9y_1_A
515,4i1s_1_A
516,2anv_1_A
517,3pgg_1_A
518,2qkl_1_A
519,5f6k_1_B
520,1fsl_1_A
521,4j3c_1_A
522,3d4e_1_A
523,2bfg_1_A
524,2h9a_1_B
525,2qkd_1_A
527,5hsq_1_B
528,3ncq_1_C
529,4je0_1_A
530,1h1i_1_A
531,2xua_1_A
532,4klz_1_A
533,1y7w_1_A
534,2fo3_1_A
537,4emn_1_A
538,3b8i_1_D
539,5b4z_1_A
540,2xcm_1_B
541,1ik7_1_A
542,1u0j_1_A
543,2gts_1_A
544,5ol9_1_A
545,4g7v_1_C
546,1lb6_1_A
547,5tck_1_A
548,6fpn_1_A
549,3s30_1_A
550,5m3q_1_A
551,2w9m_1_A
552,2g76_1_A
553,3p1u_1_A
554,4g54_1_A
555,6amb_1_B
556,3qhq_1_A
557,5m1i_1_A
558,2gaa_1_A
559,2fs5_1_A
560,5b8h_1_B
561,3cym_1_A
563,1xm7_1_A
565,3p8a_1_A
566,5e3i_1_A
567,1vr6_1_B
568,3oqq_1_A
569,4ljs_1_A
570,3sd9_1_A
571,3ub9_1_B
572,4lc3_1_B
573,3wpo_1_A
574,2o7q_1_A
575,2qh5_1_A
576,1gd8_1_A
577,1vsc_1_B
578,4dix_1_A
579,3do6_1_A
580,4l9e_1_A
581,5it3_1_B
582,3gg7_1_A
583,3o83_1_A
584,3flp_1_A
585,4lnj_1_A
586,3wd6_1_A
588,5j8e_1_A
589,4h18_1_A
590,1r1m_1_A
591,2dvk_1_B
592,3ulb_1_B
593,1fl9_1_A
594,6azn_1_B
595,1cg2_1_A
596,2occ_1_L
597,1ni0_1_A
598,1rpo_1_A
599,5xom_1_B
602,2x3n_1_A
603,5le5_1_D
604,3h04_1_A
605,2hl1_1_B
606,5feb_1_A
607,3b6z_1_A
608,3clr_1_B
609,4yto_1_B
610,2o5f_1_A
611,4i2o_1_B
612,5okc_1_A
613,1t1v_1_B
614,4n78_1_B
615,1mog_1_A
616,4dng_1_B
617,3cex_1_B
618,3cwi_1_A
619,3in6_1_B
620,3r2g_1_A
621,1ted_1_B
622,1v6t_1_A
624,2hin_1_A
625,3lhn_1_A
626,3m73_1_A
627,3bs4_1_A
628,3ubf_1_A
629,2czq_1_A
630,1k4z_1_B
631,3sok_1_A
632,3w4s_1_A
633,1zn6_1_A
634,2p4g_1_B
635,2htm_1_B
636,5ey3_1_A
637,1xb2_1_B
638,2w53_1_B
639,3cr3_1_B
640,2fjz_1_A
641,4n0w_1_A
642,3mqi_1_B
644,4hpe_1_A
645,5vrh_1_A
646,3do8_1_B
647,3bt2_1_A
648,2zk9_1_A
649,3hxj_1_B
650,3oms_1_B
651,5a2a_1_A
652,5ti9_1_A
653,2c40_1_B
654,3eap_1_A
656,3aqb_1_A
657,3ry7_1_B
658,3vsj_1_A
659,3n08_1_A
660,4e0a_1_A
661,3mr0_1_A
662,1upk_1_A
663,2eg3_1_A
664,5djf_1_A
665,4hiz_1_A
666,3vth_1_A
667,1fs1_1_C
668,3mcz_1_B
669,2ou3_1_B
670,1o7i_1_A
671,3g5o_1_D
672,4b93_1_A
673,5jnb_1_C
675,3maj_1_B
676,5ze3_1_A
677,3kk7_1_A
678,5hvz_1_A
679,4wa6_1_B
680,2fjr_1_B
681,4uiq_1_B
682,3onp_1_B
683,4gio_1_A
684,3vry_1_A
685,4ida_1_A
686,2qtf_1_A
687,2im9_1_A
688,4ehi_1_A
689,4l0r_1_B
690,3ele_1_B
691,2fnu_1_B
692,1ghe_1_A
693,1gp3_1_A
694,4x33_1_B
695,1es8_1_B
696,3ufi_1_A
697,5wiu_1_A
698,4tmd_1_A
699,4wxa_1_A
700,4e1y_1_A
701,3fid_1_A
702,5l2x_1_A
703,4qhz_1_C
704,4ccg_1_B
705,3fsp_1_A
706,5jzz_1_A
707,2b6c_1_A
710,2q0o_1_C
711,3bee_1_A
713,3e7k_1_A
714,3bli_1_A
715,3m9e_1_B
716,3cvj_1_B
717,3pev_1_B
718,1jb0_1_B
720,5v6i_1_A
721,4edp_1_A
722,2x2s_1_B
723,3k7u_1_D
725,2h8p_1_C
726,5kkx_1_A
727,3d8b_1_B
728,4e1p_1_B
729,2ey4_1_A
730,2pz0_1_A
731,1x7o_1_B
733,1q4q_1_A
735,1cpn_1_A
738,3go9_1_A
739,3ju0_1_A
740,4eib_1_A
741,1h8g_1_A
742,3o4j_1_A
743,3oue_1_A
744,1gmj_1_B
745,3ksg_1_A
746,3no4_1_A
747,5m2y_1_A
748,4qam_1_B
749,5myi_1_A
751,5fq1_1_B
752,4ehm_1_A
753,1bhj_1_A
754,4id3_1_A
755,2hyj_1_B
756,2aco_1_A
758,1tud_1_A
759,1lva_1_A
760,3lk7_1_A
761,3e7n_1_B
762,3k1r_1_B
764,5afo_1_A
765,4oy7_1_A
766,3i9f_1_A
767,3hft_1_B
769,2v8c_1_A
770,4m00_1_A
771,5hno_1_B
772,1dzf_1_A
773,3qyj_1_A
774,3otg_1_A
775,5awz_1_A
776,3fcm_1_A
777,2wfk_1_A
778,3hdj_1_B
779,5dnk_1_B
780,3hva_1_A
781,2rg4_1_A
783,3hn0_1_B
784,5lw6_1_A
785,1dle_1_B
786,4b6w_1_A
787,5g4q_1_A
788,5ua5_1_A
789,2fb5_1_A
790,5d78_1_A
791,1gxj_1_A
793,5tv2_1_A
794,5fc2_1_B
795,1t07_1_A
796,2a8i_1_B
797,2v62_1_A
798,2qx5_1_A
799,2byo_1_A
800,2qzu_1_B
801,3zxq_1_A
802,1x79_1_A
803,2w0i_1_A
804,5x4r_1_A
805,3t2z_1_A
806,2f3l_1_A
807,5ipp_1_A
808,1y0b_1_A
809,3qp8_1_B
810,5xgt_1_A
811,4jvu_1_B
812,4fei_1_B
813,4tzh_1_A
814,4epz_1_A
815,3qi7_1_A
816,4zm5_1_B
817,3liu_1_A
818,1lrz_1_A
819,2h6b_1_A
820,2owl_1_B
821,1r75_1_A
822,3m1m_1_A
823,3dm0_1_A
824,3tuo_1_D
825,2por_1_A
826,3luf_1_A
827,3dtt_1_A
828,5cx6_1_B
830,3i1j_1_B
831,3oug_1_D
833,3gr0_1_A
834,4lji_1_B
835,1war_1_A
836,3l48_1_A
837,4h08_1_B
838,4h1x_1_A
839,3es4_1_B
840,2d98_1_A
841,4eyy_1_A
843,2xgg_1_A
844,3ujz_1_A
845,5xaz_1_B
846,2hr3_1_B
847,2q13_1_B
848,3n3w_1_A
849,3oa8_1_B
851,1d0g_1_E
852,5uvd_1_A
853,1o7k_1_A
854,4rax_1_A
855,3hp7_1_A
856,5ey5_1_C
857,3dme_1_B
858,2yo3_1_C
859,1ztd_1_B
861,5j1t_1_A
862,5emx_1_A
863,3fcn_1_B
864,1fle_1_B
865,2o6p_1_A
866,4lj0_1_B
867,3lkj_1_B
868,3pm7_1_A
869,4jdx_1_B
870,4heb_1_A
871,1b4u_1_B
873,2fau_1_A
874,1ttw_1_C
875,3ce7_1_A
876,2z1p_1_A
877,5chs_1_A
878,5n9r_1_A
879,1nlw_1_A
880,2wia_1_A
881,2z01_1_A
882,3gq7_1_A
885,1bte_1_A
886,2dyj_1_A
887,4ief_1_A
888,1bcs_1_B
891,3ixc_1_A
892,4ypn_1_A
893,1weh_1_A
894,3cit_1_D
895,4nzk_1_A
896,1vla_1_B
900,1r7j_1_B
901,4hxt_1_B
902,3n91_1_A
903,5dcq_1_B
904,4hse_1_A
905,3f1i_1_C
906,4cp8_1_B
907,3d0r_1_B
908,4r36_1_A
909,3zzz_1_A
910,3gr5_1_B
911,3h9m_1_A
912,3fhk_1_A
913,2nq3_1_A
914,5unn_1_B
915,3mmr_1_A
916,2fji_1_A
917,3asl_1_A
919,3zzp_1_A
920,2b1q_1_A
921,4j0w_1_A
923,2gwf_1_B
924,3ejk_1_B
925,4faz_1_A
926,5oc7_1_A
927,2isj_1_A
928,3u0r_1_A
929,4aez_1_B
930,5j55_1_A
931,2fkb_1_A
933,2ca9_1_B
934,1hp7_1_A
935,4p6i_1_B
936,6fic_1_A
937,2hyp_1_A
939,2c4f_1_D
940,3zd9_1_A
941,4n4u_1_A
942,4m70_1_A
944,2fyu_1_G
946,4he5_1_A
947,6ffl_1_A
948,4y7l_1_A
949,2r31_1_A
950,3rfa_1_A
951,5hda_1_C
952,4oue_1_A
953,2anu_1_A
954,3jq0_1_A
955,5gw8_1_B
956,1q40_1_B
957,4cu9_1_A
958,3i7d_1_A
959,3d2w_1_B
960,4xb4_1_A
962,2g9w_1_B
963,5cfs_1_A
964,4j7z_1_A
965,1knb_1_A
966,3afv_1_A
967,1byr_1_A
968,3moq_1_A
970,2ag2_1_A
971,3zni_1_A
973,2fxq_1_B
974,1pix_1_B
975,3wu2_1_f
977,4jcr_1_A
978,2pge_1_A
979,1yio_1_A
980,1puo_1_A
981,4id2_1_A
982,2vof_1_A
983,3oj0_1_A
984,5gm5_1_A
985,5tl4_1_A
987,2gc4_1_D
988,5icu_1_A
989,1uf3_1_A
990,2d68_1_A
991,1lur_1_A
992,1u0s_1_A
993,1uai_1_A
994,5a08_1_A
995,2iya_1_A
996,5wwo_1_A
997,3o3l_1_A
998,4x33_1_A
1000,1p9o_1_A
1001,2fh5_1_A
1002,5fjd_1_B
1004,5k5z_1_A
1006,2c1y_1_A
1007,3h01_1_B
1008,1wty_1_A
1010,1vzy_1_A
1011,2xs1_1_A
1012,1b90_1_A
1013,3hgu_1_A
1014,1xzp_1_B
1015,2j1d_1_B
1016,2dvm_1_B
1017,2huh_1_B
1018,3shp_1_B
1019,5mbg_1_B
1020,1mu7_1_A
1021,1few_1_A
1022,4qvb_1_B
1023,6en7_1_A
1024,3qj9_1_A
1025,5ol1_1_A
1026,3upl_1_A
1027,2zbc_1_A
1028,2v1y_1_A
1029,3mhx_1_B
1031,5o8m_1_A
1032,4cyf_1_A
1033,5okp_1_A
1034,3cc2_1_X
1035,4h2d_1_A
1036,2r4i_1_B
1037,5kwr_1_A
1038,5kcn_1_A
1039,3zig_1_B
1041,2oyz_1_B
1042,3i0t_1_B
1043,1y4j_1_A
1044,3i3l_1_A
1045,3w1o_1_A
1046,2zb9_1_B
1047,3sm3_1_B
1048,3ic5_1_A
1049,1zc3_1_B
1050,4akr_1_B
1052,4rzx_1_B
1053,3vkw_1_A
1054,5yix_1_A
1055,5u2l_1_A
1056,3nk6_1_B
1057,4q9b_1_B
1058,4j7g_1_A
1059,3dfz_1_A
1060,5jk0_1_B
1061,1d2z_1_A
1062,2ymo_1_A
1063,4jod_1_A
1064,6ayi_1_B
1065,2xjy_1_A
1066,3aac_1_A
1067,5onu_1_A
1068,1gkl_1_A
1069,3hjc_1_A
1070,4doo_1_A
1071,3kqg_1_C
1072,3hhd_1_A
1073,1lr7_1_A
1074,4bop_1_B
1075,1mg5_1_A
1076,1q8d_1_A
1077,1eur_1_A
1078,4az1_1_A
1079,3m1g_1_B
1080,1vi3_1_A
1083,1uha_1_A
1084,3e96_1_A
1085,5aor_1_A
1086,3aj3_1_A
1087,4yud_1_A
1088,2ox6_1_B
1089,3h7h_1_B
1090,1jb0_1_E
1091,5h3h_1_A
1092,4iei_1_A
1093,4awd_1_A
1095,2gh9_1_A
1096,2qos_1_B
1097,1qu1_1_C
1098,4p0m_1_A
1099,2haw_1_B
1100,5nf2_1_A
1102,5hh7_1_A
1103,3ayh_1_B
1104,4e6f_1_A
1105,1qha_1_A
1106,1mnm_1_D
1109,5mqh_1_A
1110,4p60_1_B
1111,5ch7_1_B
1112,1o1y_1_A
1113,3p3v_1_A
1114,2yri_1_A
1115,3by9_1_A
1116,3gfb_1_A
1117,1pv5_1_A
1118,4xsq_1_A
1120,4oog_1_F
1121,2ouc_1_A
1123,5dzc_1_A
1124,3lr5_1_B
1125,3kxp_1_B
1126,4joq_1_B
1127,2raw_1_B
1128,3rxz_1_C
1129,1w0h_1_A
1130,1ouo_1_A
1132,3orj_1_A
1133,5mux_1_A
1134,3otx_1_A
1136,3gwh_1_B
1137,5xb0_1_A
1138,2f25_1_A
1140,3g5b_1_A
1141,3ir3_1_B
1142,1g0s_1_B
1143,4ipp_1_A
1144,3k9t_1_A
1145,5tgn_1_A
1147,3stp_1_A
1148,4e9v_1_A
1149,1sdi_1_A
1150,2od4_1_B
1151,3e0f_1_A
1152,3ork_1_A
1153,4g9p_1_A
1154,3p0c_1_A
1155,4lvj_1_A
1156,4ehc_1_A
1157,4pau_1_A
1158,1nd4_1_B
1159,4wwj_1_A
1161,4nhe_1_B
1164,5t1y_1_A
1165,3tfo_1_A
1166,1l6j_1_A
1167,2id6_1_A
1168,4bvy_1_A
1169,2wyn_1_B
1171,2imd_1_A
1173,6f0a_1_A
1174,5mji_1_A
1176,4fo5_1_A
1177,4uc3_1_B
1178,4rkh_1_C
1179,5npy_1_A
1180,2j0e_1_A
1181,2fkw_1_A
1182,5fm8_1_A
1184,4kl6_1_B
1185,4c2s_1_B
1186,3o4p_1_A
1187,3ab4_1_D
1188,3p5r_1_A
1189,4xvx_1_C
1190,1icm_1_A
1191,4opf_1_B
1192,4jnm_1_B
1193,5xbi_1_B
1194,3of5_1_B
1195,2fic_1_A
1196,1taf_1_C
1198,3c25_1_B
1199,5y9e_1_E
1200,4zrj_1_A
1202,3hj7_1_A
1203,1pfp_1_A
1204,3qfp_1_A
1205,3kw6_1_A
1206,3mhp_1_B
1208,3kr9_1_A
1209,2d40_1_D
1211,3jyy_1_B
1212,2xwx_1_B
1213,1sw6_1_B
1215,4wsf_1_A
1218,5ayv_1_B
1219,5tzq_1_A
1220,3mfx_1_A
1221,5e7l_1_A
1222,3eaf_1_A
1223,1zav_1_A
1224,2q52_1_A
1225,5n7s_1_B
1226,3gxw_1_A
1227,5x1e_1_A
1228,4tq1_1_A
1229,2vzy_1_A
1230,4rtl_1_A
1232,5wsk_1_C
1233,2y5n_1_A
1234,3gwy_1_A
1235,4ags_1_B
1236,4nf6_1_A
1237,4rhp_1_A
1238,2c59_1_A
1239,1qhh_1_C
1240,5l37_1_A
1241,4a5x_1_A
1242,4yod_1_A
1243,2q00_1_A
1244,4rc1_1_C
1245,3rbs_1_A
1246,2v14_1_A
1247,4pf6_1_A
1248,4y99_1_C
1249,3fx3_1_B
1250,3ea1_1_A
1251,6b2v_1_A
1253,1at0_1_B
1254,4k37_1_A
1256,2w94_1_A
1257,5xkt_1_A
1258,4o2h_1_B
1259,2qqo_1_A
1260,5g4l_1_A
1262,1s4u_1_A
1263,4nnz_1_B
1265,1bw0_1_A
1266,2yr0_1_A
1267,4l8o_1_A
1268,1g4w_1_A
1270,4zqk_1_B
1271,2fsr_1_A
1272,3d3y_1_A
1273,1xtp_1_A
1274,3l0o_1_B
1275,3ad7_1_D
1276,3nrx_1_A
1278,4ed4_1_A
1279,1gsa_1_A
1280,4l6u_1_A
1281,3mwb_1_A
1282,3o7v_1_B
1283,3asi_1_A
1284,1v4a_1_A
1285,4xlx_1_A
1287,3ggn_1_A
1289,1dw9_1_A
1290,3tvj_1_A
1291,1y60_1_D
1292,1bqb_1_A
1294,1pgn_1_A
1295,1vi6_1_B
1296,2v8u_1_A
1297,6au8_1_A
1298,5d2r_1_A
1299,2h9a_1_A
1300,2bvy_1_A
1301,4dln_1_B
1302,5afa_1_A
1303,4ivn_1_B
1304,3lto_1_B
1305,4mcj_1_A
1306,3u0h_1_A
1307,1me7_1_A
1309,4owt_1_A
1310,2fbo_1_A
1311,3dsb_1_B
1312,2oso_1_A
1314,5ihf_1_B
1315,3qwe_1_B
1316,1lsl_1_A
1317,1nd6_1_A
1318,4ogz_1_A
1319,5hvx_1_A
1320,1aac_1_A
1321,3tqm_1_A
1322,1bhe_1_A
1323,5k04_1_A
1324,4c9g_1_A
1325,1h3o_1_A
1326,1ym5_1_B
1327,2qh9_1_B
1328,5ngl_1_A
1330,1mvf_1_B
1331,3cc2_1_G
1332,5w78_1_B
1333,5f8f_1_B
1334,3zx4_1_B
1335,4i99_1_A
1336,3rrl_1_D
1337,3wrx_1_A
1338,1nc7_1_D
1339,1o13_1_A
1340,5e10_1_A
1341,4miv_1_A
1343,2xz2_1_B
1344,4l4z_1_B
1345,4xax_1_A
1346,1cez_1_A
1347,5tuu_1_B
1349,5je1_1_A
1350,3hxs_1_A
1351,3pdg_1_A
1352,4lpq_1_A
1353,4jo0_1_A
1354,4w8v_1_A
1355,1j0w_1_A
1356,4icv_1_A
1357,1ocy_1_A
1358,1zxu_1_A
1359,3ei3_1_A
1360,2fm8_1_B
1361,4eiu_1_A
1362,1v7l_1_A
1363,4ksm_1_A
1364,2wde_1_A
1365,3vd6_1_A
1367,3qfm_1_B
1368,1p90_1_A
1369,1ys4_1_B
1370,2w7z_1_A
1371,4evw_1_A
1372,4toi_1_B
1373,4g0m_1_A
1374,3ouf_1_A
1377,2o59_1_A
1378,5x20_1_B
1379,4l8k_1_A
1381,2qpv_1_B
1383,3ha9_1_A
1384,3bwg_1_A
1386,4b9n_1_A
1387,2pxx_1_A
1388,4xnv_1_A
1389,5w2l_1_A
1390,3es7_1_A
1391,3uyj_1_A
1392,3qvt_1_A
1393,2igt_1_B
1394,1kuh_1_A
1395,1nr0_1_A
1396,3edc_1_A
1397,1p9h_1_A
1398,3l95_1_E
1399,1eqz_1_B
1400,5cio_1_B
1401,3my2_1_A
1402,5ew6_1_A
1403,2o6y_1_A
1404,5ivu_1_A
1405,3k67_1_A
1406,2zyi_1_A
1407,2qfa_1_C
1408,3lmo_1_B
1409,5t05_1_A
1410,5jcd_1_A
1411,3l8d_1_B
1412,4awy_1_A
1413,2j3w_1_A
1414,5e3p_1_A
1415,3mbc_1_A
1416,1bwv_1_E
1417,1a95_1_B
1419,3x1l_1_C
1420,3tuf_1_C
1421,5arm_1_A
1422,5mzn_1_A
1423,5lhk_1_A
1424,4ipi_1_A
1425,2r0p_1_A
1426,4yz6_1_A
1427,1u9p_1_A
1428,5a62_1_B
1429,2gu1_1_A
1430,2xb4_1_A
1431,1e1r_1_G
1432,3m9l_1_A
